name,address,city,state,postal_code,latitude,longitude,stars,review_count,weekday_hours,weekend_hours,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,Caters,RestaurantsReservations,GoodForKids,RestaurantsGoodForGroups,HasTV,WiFi_'no',WiFi_'paid',WiFi_None,WiFi_u'free',WiFi_u'no',WiFi_u'paid',Alcohol_'full_bar',Alcohol_'none',Alcohol_None,Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',RestaurantsAttire_'dressy',RestaurantsAttire_'formal',RestaurantsAttire_None,RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',RestaurantsAttire_u'formal',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_'very_loud',NoiseLevel_None,NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',categories_list
El Jarocho,1138 S 13th St,Philadelphia,PA,19147,39.936492,-75.165011,4.0,445,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Mexican']
Mama G's St.Pete,6114 54th Ave N,Kenneth City,FL,33709,27.8206743,-82.7187601,4.5,42,40.0,8.0,1,1,1,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['German', 'Desserts', 'Bakeries', 'Coffee & Tea']"
Metro Diner,3630 Street Rd,Bensalem,PA,19020,40.125804,-74.963696,4.0,491,41.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']"
Outback Steakhouse,1118 Baltimore Pike,Springfield,PA,19064,39.914421,-75.3453842,3.0,153,44.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Steakhouses']"
Yoshi Sushi & Thai,"1307 Bell Rd, Ste 109",Antioch,TN,37013,36.0471839,-86.6746312,4.0,77,34.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sushi Bars', 'Thai']"
Sungate Diner,1000 Green St,Marcus Hook,PA,19061,39.8191813,-75.4189722,4.5,51,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Diners']
Rawr,148 West St,Reno,NV,89501,39.5261834,-119.8153999,4.5,37,33.0,11.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Vegan', 'Live/Raw Food']"
Dairy Queen Grill & Chill,4849 N Meridian Rd,Meridian,ID,83646,43.6487518955,-116.3945031166,2.5,15,50.0,20.0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Automotive', 'Ice Cream & Frozen Yogurt', 'Burgers', 'Convenience Stores', 'Gas Stations']"
Living Room Coffee & Kitchen,2808 Sutton Blvd,Maplewood,MO,63143,38.610691,-90.319753,4.5,234,39.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Sandwiches', 'Bakeries', 'Coffee Roasteries', 'Specialty Food', 'Breakfast & Brunch', 'Coffee & Tea']"
Jepama's Pizza,240-220 Lakeland Drive,Sherwood Park,AB,T8H 0N6,53.5563023184,-113.3178096688,3.5,5,45.0,18.0,1,1,0,1,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Food Delivery Services', 'Gluten-Free', 'Fast Food', 'Pizza']"
Papa John's Pizza,3822 Laclede Ave.,Saint Louis,MO,63108,38.635501,-90.2406139,2.0,26,40.0,16.0,1,0,1,1,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Pizza']
Doyle's Family Restaurant,43 Market St,Hatfield,PA,19440,40.283167,-75.297359,2.5,11,40.0,16.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Breakfast & Brunch']
Joe’s Pizza,39 S York Rd,Hatboro,PA,19040,40.1761597,-75.1061888,4.0,34,50.0,19.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Cheesesteaks']"
Detroit Coney Island,32922 US Hwy 19,Palm harbor,FL,34684,28.0717837999,-82.7398118221,4.5,246,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['American (Traditional)', 'Polish', 'Hot Dogs', 'Breakfast & Brunch', 'Beer', 'Wine & Spirits', 'Burgers', 'Comfort Food', 'Fast Food']"
Paleteria Y Neveria La Michoacana,3774 S 6th Ave,Tucson,AZ,85713,32.1781664,-110.9686628,3.5,28,45.0,18.0,1,1,1,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Ice Cream & Frozen Yogurt', 'Juice Bars & Smoothies', 'Mexican']"
Rae Rae's Cafe,5701 Central Ave,St. Petersburg,FL,33710,27.7711968008,-82.7112244125,4.0,293,32.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'American (Traditional)', 'Cafes']"
813 Salad And Seafood,1938 W Main St,Tampa,FL,33607,27.9567717608,-82.4804900587,3.5,16,51.0,10.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Salad', 'Soul Food', 'Seafood', 'American (New)']"
Westshore Pizza,1279 Kingsway Rd,Brandon,FL,33510,27.959004,-82.276458,2.5,29,43.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pizza']
Subway Restaurants,3228 N Broad St,Philadelphia,PA,19140,40.0023489,-75.1530902,2.0,7,40.0,16.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Sandwiches']"
Pho #1,2226 N Stone Ave,Tucson,AZ,85705,32.2489659777,-110.9715633761,4.0,138,45.0,9.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,['Vietnamese']
McDonald's,29 N Milpas St,Santa Barbara,CA,93103,34.4222682567,-119.6802254103,2.5,40,35.0,14.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Burgers', 'Fast Food', 'Coffee & Tea']"
Asiana Cuisine,1565 S Virginia St,Reno,NV,89502,39.5086310122,-119.8055508,4.5,38,27.0,0.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Singaporean', 'Asian Fusion', 'Thai', 'Japanese']"
Restaurant Andiario,106 W Gay St,West Chester,PA,19380,39.9597464,-75.6065666,4.5,98,36.0,9.0,1,1,0,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (New)']
Asia Noodles,777 River City Casino Blvd,St. Louis,MO,63125,38.5308368,-90.2644983,2.5,7,40.0,16.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Noodles', 'Vietnamese', 'Chinese']"
StarOPolska Kuchnia,4108 US-19,New Port Richey,FL,34652,28.21873,-82.7354674,3.5,21,42.0,18.0,1,1,1,1,2.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Modern European', 'Delis', 'Polish']"
Six Paupers Tavern & Restaurant,"7465 Lancaster Pike, Ste H",Hockessin,DE,19707,39.7900073,-75.6986671,3.0,60,42.0,17.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Bars', 'American (New)']"
New Orleans Breakfast and Pancake House,101 Lapalco Blvd,Gretna,LA,70056,29.8815603,-90.0224214,2.0,9,45.0,18.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Cajun/Creole']"
Evil Genius Beer,1727 N Front St,Philadelphia,PA,19122,39.9757885,-75.133938,4.0,283,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Nightlife', 'Beer Gardens', 'Gastropubs', 'Breweries']"
Papa John's Pizza,226 West Broadway,Gallatin,TN,37066,36.3892,-86.4517404,2.0,10,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,['Pizza']
Shanghai Grill,16336 111 Avenue NW,Edmonton,AB,T5M 4G3,53.5599049086,-113.6051023273,3.5,34,44.0,22.0,1,1,0,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Specialty Food', 'Chinese', 'Ethnic Food']"
El Cactus,710 Rte 113,Souderton,PA,18964,40.316821,-75.310922,4.0,58,45.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Mexican']
Imbibe Food & Drink,101 Ford St,Conshohocken,PA,19428,40.0689331,-75.3116312,4.5,15,36.0,9.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (New)', 'Bars', 'Cocktail Bars', 'Nightlife']"
Papa John's Pizza,139 E. Dekalb Pike,King Of Prussia,PA,19406,40.0943205329,-75.3607397648,2.0,24,44.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Italian', 'Pizza']"
80 Flavours Ice Cream,4025 Gateway Boulevard,Edmonton,AB,T6J 5H2,53.4764803,-113.4911937,4.0,7,45.0,18.0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Ice Cream & Frozen Yogurt', 'Comfort Food']"
The Corner Cafe,3316 Green Acres Rd,Metairie,LA,70003,30.0070706,-90.2017374,3.0,18,45.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['American (Traditional)', 'Breakfast & Brunch']"
Sugarfire Smokehouse - Edwardsville,2323 Plum St,Edwardsville,IL,62025,38.7851230076,-89.9570836499,3.5,45,45.0,18.0,1,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Barbeque', 'Smokehouse']"
Arby's,6421 E 82nd St,Indianapolis,IN,46250,39.9048829,-86.0565911,3.5,8,44.0,17.0,1,1,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Burgers', 'Fast Food']"
DM's Country Cafe,1764 Gulf To Bay  Blvd,Clearwater,FL,33755,27.960995,-82.763634,3.0,7,43.0,18.0,0,0,1,0,2.0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['American (Traditional)']
The Good Egg - Fiesta,5055 N Oracle Rd,Tucson,AZ,85704,32.2978963,-110.9796853,3.5,84,50.0,20.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Cafes', 'Diners']"
Stroud's Barbeque,1010 Fulton Greer Ln,Franklin,TN,37064,35.9472652465,-86.8803034686,3.5,40,40.0,8.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Barbeque', 'Sandwiches', 'Desserts']"
Sushi Park,9 Saint Anne Street,St. Albert,AB,T8N,53.6354136,-113.62508,4.5,57,46.0,20.0,1,1,0,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['Sushi Bars']
Cinco de Mayo Mexican Grill,1251 Us-31 N,Greenwood,IN,46142,39.631888,-86.119449,4.0,8,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Tex-Mex', 'Mexican', 'Latin American']"
Nico's,2965 N Campbell Ave,Tucson,AZ,85719,32.260912,-110.9441206,3.0,158,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Mexican']
Gyro Zone,2709 University Square Dr,Tampa,FL,33612,28.0569174886,-82.4292652309,4.5,187,45.0,9.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Lebanese', 'Middle Eastern', 'Mediterranean']"
Gulf Coast Seafood,4921 9th Ave S,Gulfport,FL,33707,27.7616092,-82.7007571,4.5,25,40.0,8.0,1,0,1,1,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Specialty Food', 'Seafood', 'Seafood Markets']"
Bill Gianino's Restaurant,4571 Chestnut Park Plz,Saint Louis,MO,63129,38.4785391229,-90.305397549,3.5,83,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Italian']
Twistee Treat - Gandy,4418 W Gandy Blvd,Tampa,FL,33611,27.8930624603,-82.5194831418,3.5,40,46.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Ice Cream & Frozen Yogurt', 'Desserts', 'Hot Dogs', 'Juice Bars & Smoothies']"
CC’s Vegan Spot,4993 Loughborough Ave,Saint Louis,MO,63109,38.5718322,-90.2876206,5.0,37,46.0,9.0,1,1,1,1,2.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Desserts', 'Pretzels', 'Health Markets', 'Wraps', 'Vegan', 'Specialty Food', 'Sandwiches', 'Gluten-Free']"
Flavaz Jamaican grille,6467 US Hwy 301,Riverview,FL,33578,27.8866146049,-82.3312885128,4.5,99,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Caribbean']"
Popeyes Louisiana Kitchen,2440 Grant Ave,Philadelphia,PA,19114,40.0791915023,-75.027881,2.0,46,54.0,20.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Fast Food', 'American (Traditional)', 'Chicken Wings']"
Idaho Pizza Company,5150 W Overland Rd,Boise,ID,83705,43.5901136257,-116.2462941742,3.5,48,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Pizza']
Johnny Chang's,2601 S Broad St,Philadelphia,PA,19148,39.9179792,-75.1707493,3.5,64,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Thai', 'Japanese', 'Chinese']"
Taco Grande,600 Justison St,Wilmington,DE,19801,39.733849167,-75.5604171,3.5,33,36.0,18.0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Tacos']"
Maple Star,1521 Cecil B Moore Ave,Philadelphia,PA,19121,39.9790688131,-75.1603825314,3.0,31,40.0,16.0,1,1,1,1,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Food Delivery Services', 'Diners', 'Chinese']"
Maui Tacos,3201 W Airport Way,Boise,ID,83705,43.5702496,-116.2214842,2.0,14,43.0,18.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Mexican']
Bocelli Modern Italian,5427 Bayshore Blvd,Tampa,FL,33611,27.884430000000002,-82.48628,4.5,11,35.0,17.0,0,0,0,0,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Pizza']"
Samgelo's Pizza,650 Mandalay Ave,Clearwater Beach,FL,33767,27.9880793,-82.8267611,3.5,79,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,['Pizza']
Captain D's,2951 Service Rd,St Charles,MO,63303,38.784973,-90.52886,2.5,25,47.0,20.0,1,0,1,0,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Seafood', 'Fast Food', 'American (Traditional)', 'Fish & Chips']"
The Buckingham,10439 82 Avenue NW,Edmonton,AB,T6E 2A1,53.51792,-113.498326,4.0,60,40.0,16.0,1,1,0,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Bars', 'Vegan', 'Nightlife', 'Pubs', 'Arts & Entertainment', 'Music Venues']"
Beaucoup Eats,2323 Canal St,New Orleans,LA,70119,29.963448,-90.083409,4.0,66,36.0,18.0,1,1,1,0,2.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Comfort Food', 'Soul Food', 'Cajun/Creole', 'American (Traditional)']"
Finney's Crafthouse,"35 State St, Ste A",Santa Barbara,CA,93101,34.412764,-119.6903388,4.5,1047,42.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Bars', 'American (Traditional)', 'Gastropubs', 'Nightlife', 'Cocktail Bars', 'American (New)']"
JOEY Mayfield,130 Mayfield Common,Edmonton,AB,T5P 4B3,53.5436050948,-113.6137947908,4.0,70,40.0,16.0,1,1,0,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Lounges', 'Bars', 'American (New)', 'Nightlife', 'Canadian (New)']"
PrimoHoagies,2043 Chestnut St,Philadelphia,PA,19103,39.9523626789,-75.1750177145,4.0,154,39.0,8.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Italian']"
Cafe Americana,"4500 Linden Hill Rd, Ste 11",Wilmington,DE,19808,39.7387521576,-75.6886990905,4.5,29,40.0,16.0,1,1,1,0,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']"
Tomacco Taco,"1120 4th Ave N, Ste 101",Nashville,TN,37208,36.1758211,-86.7863666,4.0,9,45.0,18.0,0,1,0,0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Tacos', 'Mexican']"
Scuba Steve Snoballs,2400-2492 Barataria Blvd,Marrero,LA,70072,29.8589669613,-90.100726001,4.5,9,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Food Stands', 'Local Flavor']"
La Salsa Fresh Mexican Grill,"3987 State St, Ste D",Santa Barbara,CA,93105,34.4395144,-119.7516314,4.0,26,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Fast Food', 'Tex-Mex']"
City's Bistro,695 Central Ave,Saint Petersburg,FL,33701,27.7714065,-82.6437021,5.0,112,40.0,0.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Breakfast & Brunch', 'Delis', 'Sandwiches', 'Wraps']"
Valentino's Restaurant,2902 W Chester Pike,Broomall,PA,19008,39.9830123701,-75.3715247664,3.0,44,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Desserts', 'Pizza']"
IHOP,5048 Veterans Blvd,Metairie,LA,70006,30.005315,-90.19682,2.5,42,35.0,14.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['American (Traditional)', 'Breakfast & Brunch', 'American (New)', 'Burgers']"
Jimmy John's,"2951 E Overland Rd, Ste. 100",Meridian,ID,83642,43.5898381,-116.3573296,3.0,25,45.0,18.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Food Delivery Services', 'Sandwiches', 'Fast Food', 'Delis']"
Dak's Pizza And Games,"9725 N Thornydale Rd, Ste 173",Tucson,AZ,85742,32.3826500263,-111.0474756418,3.0,17,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Italian', 'Pizza', 'Arts & Entertainment', 'Arcades']"
La Porta Via,1192 N Middletown Rd,Media,PA,19063,39.939056861,-75.460759486,4.0,9,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Specialty Food', 'Pizza', 'Sandwiches', 'Bars', 'Pasta Shops', 'Wine Bars', 'Smokehouse', 'Nightlife', 'Italian']"
Vine & Fig Tree Bistro,19 E State St,Doylestown,PA,18901,40.3102725,-75.1300633,3.5,41,36.0,20.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (New)', 'Breakfast & Brunch', 'Mediterranean']"
Johnny Grits Tarpon Springs,857 E Klosterman Rd,Tarpon Springs,FL,34689,28.1235524,-82.7424158,4.0,424,32.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Diners', 'Burgers', 'Southern', 'Breakfast & Brunch']"
Fruit Salad & Smoothie Cart,13th & Chestnut St,Philadelphia,PA,19107,39.9505512096,-75.1618480682,4.0,6,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,['Food Stands']
Pizza Reno,26 W 2nd St,Reno,NV,89501,39.5266319,-119.8140207,2.5,116,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Bars', 'Italian', 'Nightlife', 'Bar Crawl', 'Pizza']"
Louis Pappas Market Cafe,14913 Bruce B Downs Blvd,Tampa,FL,33613,28.082762,-82.412285,4.0,9,43.0,18.0,1,1,1,0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Greek']
Earl's Bucks County,2400 Street Rd,New Hope,PA,18938,40.3475793,-75.0298105,3.0,55,43.0,18.0,1,1,1,1,3.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Beer Bar', 'Bars', 'American (New)', 'Wine Bars']"
Hewa Japanese Restaurant,906 N White Horse Pike,Stratford,NJ,08084,39.8399749,-75.0135037,4.0,30,46.0,20.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Sushi Bars', 'Chinese', 'Japanese']"
Imo's Pizza,"515 N Bellwood Rd, Ste A",Bethalto,IL,62010,38.9026093367,-90.0600048411,2.5,18,45.0,9.0,1,1,1,1,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Pizza']
Great American Bagel,Terminal 2,Saint Louis,MO,63145,38.7372813527,-90.3553735928,2.5,53,43.0,18.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Bagels', 'Cafes']"
