name,address,city,state,postal_code
Reinhardt's Restaurant,201 W Madison St,Millstadt,IL,62260
McDonald's,1547 S Virginia St,Reno,NV,89502
Dos Reyes Mexican Restaurant,5912 Hampton Ave,St. Louis,MO,63109
Paradise Bakery Cafe,"845 N Park Ave, Ste 125",Tucson,AZ,85719
Pipeline Taco,165 E Lancaster Ave,Wayne,PA,19087
Kimberton Whole Foods - Malvern,429 E King Rd,Malvern,PA,19355
1201 Bar,1201 S 28th St,Philadelphia,PA,19146
Crazy Bowls & Wraps,3852 Lindell Blvd,Saint Louis,MO,63108
China Gourmet,"200 N Route 73, Unit 7",West Berlin,NJ,08091
Mitchell Delicatessen,1402 McGavock Pike,Nashville,TN,37216
McDonald's,10805 Saint Charles Rock Rd,St. Ann,MO,63074
Cafe Kolao,8618 49th St,Pinellas Park,FL,33782
Pita Pit,2309 East Fowler Ave,Tampa,FL,33612
Tànsuŏ,121B 12th Ave N,Nashville,TN,37203
longitude 90,333 Poydras St,New Orleans,LA,70130
Golden Coast Chinese Restaurant,1722 W End Ave,Nashville,TN,37203
Chick-fil-A,2619 8th Ave S,Nashville,TN,37204
Buttercream Cafe & Bakery,2015 Moyamensing Ave,Philadelphia,PA,19145
Bangkok Cafe,2511 E Speedway Blvd,Tucson,AZ,85716
Joe's Good Java,1500 E 2nd St,Reno,NV,89509
Etch,303 Demonbreun St,Nashville,TN,37201
Edo Japan,10016 - 21 Ave NW,Edmonton,AB,T6N 0A1
Las Brasas Mexican Grill,"5915 Calle Real, Ste B",Goleta,CA,93117
HaleLife Bakery,2425 S Dale Mabry Hwy,Tampa,FL,33629
Double D Diner,1323 E Lincoln Hwy,Coatesville,PA,19320
Dice's Dairy'n Dog,4930 Allen Rd,Zephyrhills,FL,33541
E Mei Restaurant,915 Arch St,Philadelphia,PA,19107
Levitea,807 North Union St,Wilmington,DE,19801
Hollywood Tavern,700 Huntingdon Pke,Abington,PA,19001
Cigar City Brewing,4100 George J Bean Pkwy,Tampa,FL,33607
Soul Sicilian Fusion,516 Cleveland St,Clearwater,FL,33755
Jack in the Box,3749 S Mission Rd,Tucson,AZ,85713
McDonald's,1681 Barataria Blvd,Marrero,LA,70072
Abner's Cheesesteaks,3813 Chestnut St,Philadelphia,PA,19104
Domino's Pizza,8045 S Rita Rd,Tucson,AZ,85747
Zacharias Creek Side Cafe,Center Point Shopping Ctr,Worcester,PA,19490
The Tavern at Bayboro,120 6th Ave S,Saint Petersburg,FL,33701
Panda Express,2214 E. Fowler St,Tampa,FL,33612
Himalaya Kabob Korner,6066 E 82nd St,Indianapolis,IN,46250
Marko's Fish House,820 Madison Ave,Madison,IL,62060
Chick-fil-A,9040 State Road 54,Trinity,FL,34655
Franconia Café & Market,513 Allentown Rd,Souderton,PA,18964
Bella Maria Tomato Pies,3718 Bristol Pike,Bensalem,PA,19020
El Molinito,5380 E 22nd St,Tucson,AZ,85711
Arbys,224 Arnold Crossroads Ctr,Arnold,MO,63010
Springfield Inn,417 Baltimore Pike,Springfield,PA,19064
Starbucks,180 W Dekalb Pike,King of Prussia,PA,19406
Woodland Village Restaurant,6234 Woodland Ave,Philadelphia,PA,19142
Mr Ed's Oyster Bar - Mid-City,301 N Carrollton Ave,New Orleans,LA,70119
Thaitanium,735 Massachusetts Ave,Indianapolis,IN,46204
New Bombay Grill,12 Greenfield Ave,Ardmore,PA,19003
Alejandro's Tortilla Factory,5330 S 12th Ave,Tucson,AZ,85706
EatThai,"5650 W 86th St, Ste 128",Indianapolis,IN,46268
World of Beer,401 Channelside Dr,Tampa,FL,33602
Moe & Johnny's,5380 N College Ave,Indianapolis,IN,46220
Jack Nolen’s,2501 S 9th St,St Louis,MO,63104
Seven Gables Inn,26 N Meramec Ave,Clayton,MO,63105
Dairy Queen Grill & Chill,17826 Aprile Dr,Land O' Lakes,FL,34638
Sarge's Cheesecakes,,Tucson,AZ,85719
Rouget,2 Swamp Rd,Newtown,PA,18940
Long Shot BBQ,2900 Grays Ferry Ave,Philadelphia,PA,19146
Cajun Corner Seafood,939 Behrman Hwy,Gretna,LA,70056
Hideaway Bar & Grill,2619 Ebright Rd,Wilmington,DE,19810
Res Ipsa Cafe,2218 Walnut St,Philadelphia,PA,19103
Packrat Louie,10335 83 Avenue NW,Edmonton,AB,T6E 2C6
Beef 'O' Brady's,812 W Martin Luther King Blvd,Seffner,FL,33584
Taco Bell,565 Sam Ridley Pkwy W,Smyrna,TN,37167
Sundae's Ice Cream & Coffee,9922 E 79th St,Indianapolis,IN,46256
Kitley Inn,825 S Kitley Ave,Indianapolis,IN,46219
Sunflower Cafe,2834 Azalea Pl,Nashville,TN,37204
Bellitalia Pizza,1310 S Broad St,Trenton,NJ,08610
Seaweed Steaks Seafood & Sushi,2819 W Bay Dr,Belleair Bluffs,FL,33770
Peking Restaurant,"71 S Lakeview Dr, Ste 6",Gibbsboro,NJ,08026
Cafe Ole,3284 E Pine Ave,Meridian,ID,83642
The Original Papa's Pizza,"3712 Williams Blvd, Ste O",Kenner,LA,70065
Mango Tree Bistro,2717 W Main St,Norristown,PA,19403
Glory Days Grill,17508 Dona Michelle Dr,Tampa,FL,33647
JD Mcgillicuddy's Manayunk,111 Cotton St,Philadelphia,PA,19127
Farmstead,4905 Childrens Pl,St. Louis,MO,63110
Dunkin',8621 New Falls Rd,Levittown,PA,19054
Amore! Italian Kitchen,9757 Fall Creek Rd,Indianapolis,IN,46256
Rock Bottom,160 N Gulph Rd,King of Prussia,PA,19406
Big Ez Seafood & Wings,"2245 Manhattan Blvd, Ste 105",Harvey,LA,70058
The Yard Line,6466 E 82nd St,Indianapolis,IN,46250
J's,3128 Beach Blvd S,Gulfport,FL,33707
Joe's Shelby Street Diner,3623 Shelby St,Indianapolis,IN,46227
Fit-Flavors,11615 Olive Blvd,Saint Louis,MO,63141
Rancheritos,8117 W Chinden Blvd,Boise,ID,83714
Little John's Pizza,161 N 21st St,Philadelphia,PA,19103
Harvey's,10358 109th St NW,Edmonton,AB,T5J 4X9
Pastries of Denmark,12613 Olive Blvd,Saint Louis,MO,63141
Phillies Cheesesteaks,"6800 Olive Blvd, Unit F","Saint Louis,",MO,63130
Joe's Pizza,859 Rt 45,Pilesgrove,NJ,08098
Gaston's Bakery,3651 W Overland Rd,Boise,ID,83705
Molly Malone's Irish Pub,"304 E Davis Blvd, Ste E",Tampa,FL,33606
Adriatic Pizza,7757 New Falls Rd,Levittown,PA,19055
Taco Bell,2442 Jim Redman Pkwy.,Plant City,FL,33566
Kung Fu Tea,22 Lancaster Ave,Ardmore,PA,19003
Unitea,265 S 44th St,Philadelphia,PA,19104
Gyro Kabob House,1142 Christiana Rd,Newark,DE,19713
Bawarchi Biryanis,365 Lancaster Ave,Malvern,PA,19355
Deanie’s Seafood,1713 Lake Ave,Metairie,LA,70005
Steak ’n Shake,11306 Causeway Blvd,Brandon,FL,33511
Rosita's Mexican Restaurant,2310 W Southport Rd,Indianapolis,IN,46217
Antojitos Dona Chirris,2095 N Highland Ave,Clearwater,FL,33755
Tavola Restaurant + Bar,400 W Sproul Rd,Springfield,PA,19064
Mike Shannon's Grill,871 S Arbor Vitae,Edwardsville,IL,62025
Christina’s Pancake House,215 Terrace Ave,Indianapolis,IN,46225
Mexico City Grill,"8028 S Emerson Ave, Ste N",Indianapolis,IN,46237
Kika's All Kine Grindz,,Reno,NV,89521
Sor Ynez,1800 N American St,Philadelphia,PA,19122
J C Fish Market & Soul Food,1469 Nottingham Way,Hamilton Township,NJ,08609
Dairy Queen,2104 E 52nd St,Indianapolis,IN,46205
Paul's Shrimp House,80 W Live Oak St,Tarpon Springs,FL,34689
Del Prado,3401 Skippack Pike,Cedars,PA,19423
La Yucateca,2255 Starkey Rd,Largo,FL,33771
Tortorice's Italian Specialty Sandwiches,233 S 20th St,Philadelphia,PA,19103
Taco Bell,4713 Veterans Memorial Blvd,Metairie,LA,70006
Lakeview Harbor Restaurant,8550 Pontchartrain Blvd,New Orleans,LA,70124
Pizzology Craft Pizza & Pub,"608 Massachusetts Ave, Ste A",Indianapolis,IN,46204
Metropolitan Pizza & Cafe,264 S 19th St,Philadelphia,PA,19103
Cheeburger Cheeburger,2026 Rt 70 W,Cherry Hill,NJ,08002
Estia,1405 Locust St,Philadelphia,PA,19102
Sweets & Curry House,7630 Castor Ave,Philadelphia,PA,19152
Istanbul Kebab House,7018 Bristol Pike,Levittown,PA,19057
Fatman Kitchen,2610 N 1st Ave,Tucson,AZ,85719
M & E's Donut Palace & Kitchen,17 S Lowry St,Smyrna,TN,37167
Philly Pretzel Factory,4216 Woodbourne Rd,Levittown,PA,19057
City Foundry Stl,3730 Foundry Way,St. Louis,MO,63108
Xtreme Tacos - Seminole Heights,5609 N. Nebraska Ave,Tampa,FL,33604
Miles Table,1620 South St,Philadelphia,PA,19146
Stir,2600 Benjamin Franklin Pkwy,Philadelphia,PA,19130
Street- Taco and Beer Co.,10785 N Oracle Rd,Oro Valley,AZ,85737
Sweet Caroline's Bakery & Cafe,3347 Tampa Rd,Palm Harbor,FL,34684
Elle Wine Bistro,2970 N Campbell Ave,Tucson,AZ,85719
Rize Pizza,124 E Market St,West Chester,PA,19382
MOD Pizza,338 S Kirkwood Rd,Kirkwood,MO,63122
La Fin Du Monde,2917 Magazine St,New Orleans,LA,70115
Wawa,12750 Walsingham Rd,Largo,FL,33774
Firefly Grille,2201 Bandywood Dr,Nashville,TN,37215
Church's Chicken,805 N Kingshighway Blvd,Saint Louis,MO,63108
Little Fig,234 Loyola Ave Stall,New Orleans,LA,70112
Zeus Gyros,1114 Bell Rd,Nashville,TN,37013
Papa Murphy's,"8175 South Virginia Street, Suite 850",Reno,NV,89511
Happy Dragon,134 N Perry Rd,Plainfield,IN,46168
Cleavers,108 S 18th St,Philadelphia,PA,19103
Maurizio's Pizza & Sports Bar,220 S Tucker Blvd,St Louis,MO,63102
Mobile Munchiez,,Tampa,FL,33601
Baam Burger,223 4th Ave N,Nashville,TN,37219
Hill's Quality Seafood Markets,3605 W Chester Pike,Newtown Square,PA,19073
Sukhothai Restaurant,11525 104 Avenue NW,Edmonton,AB,T5K 2S2
Arista Gourmet,211 N Broadway,St. Louis,MO,63102
Museum Deli,333 Spring Garden St,Philadelphia,PA,19123
El Paso Mexican Grill,601 Veterans Blvd,Metairie,LA,70005
Café Vicino,808 W Fort St,Boise,ID,83702
Quiznos,"75 Damonte Ranch Pkwy, Ste C",Reno,NV,89521
Nature's Pharm,8215 US 31 S,Indianapolis,IN,46227
MrBeast Burger,,Tampa,FL,33607
Extreme Pita,13732- 40th Street NW,Edmonton,AB,T5Y 3E5
Seven Deuce Saloon & Tavern,2113 Mariner Blvd,Spring Hill,FL,34609
Little Caesars,"10555 Stead Blvd, Ste 13",Reno,NV,89506
Carreta,11540 Lebanon Rd,Mount Juliet,TN,37122
Chili Gourmet Cafe,"5100 W Kennedy Blvd, Ste 145",Tampa,FL,33609
Village Kitchen,112 S Main St,Zionsville,IN,46077
Sully's Sports Bar & Grill,13101 S Virginia St,Reno,NV,89511
Bubbakoo's Burritos,161 N Mt Juliet Rd,Mt. Juliet,TN,37122
Manny's House of Pizza,15 Arcade Building,Nashville,TN,37219
Sicilian Pizza & Pasta,205 22nd Ave N,Nashville,TN,37203
Graziano's Ristoranti,223 Garfield Ave,Chesilhurst,NJ,08089
Deluca’s,"855 W Broad St, Ste 250",Boise,ID,83702
River City Coffee & Cafe,"3201 W Airport Way, Concourse B, Boise International Airport",Boise,ID,83705
The Precinct,1900 Locust Ave,Saint Louis,MO,63103
Ristorante Verona,288 Lancaster Ave,Malvern,PA,19355
El Pescador,19062 Bruce B Downs Blvd,Tampa,FL,33647
Blackbird Pizzeria,507 S 6th St,Philadelphia,PA,19147
Wendy's,2500 Manhattan Blvd,Harvey,LA,70058
PrimoHoagies,"4275 County Line Rd, Ste 5",Chalfont,PA,18914
Intermezzo Cafe,3131 Walnut St,Philadelphia,PA,19104
Our Daily Bread,831 Santa Barbara St,Santa Barbara,CA,93101
CAVA,"3058 Mallory Ln, Ste 160",Franklin,TN,37067
Vitale's Bakery,2130 Marconi Ave,Saint Louis,MO,63110
Rally's,1720 Veterans Blvd.,Metairie,LA,70003
Kurry Shack,6 N 3rd St,Philadelphia,PA,19106
Bucks County Coffee Co,3430 Sansom St,Philadelphia,PA,19104
Famous Steak & Lemonade,4875 W 56th St,Indianapolis,IN,46254
Say Cheese Deli and Bistro,222 E Market St,Indianapolis,IN,46204
Morning Star Burma Teahouse,7350 Madison Ave,Indianapolis,IN,46227
The Couch Tomato Cafe - West Chester,31 W Gay St,West Chester,PA,19380
Buffalo Wild Wings,310 Indian Lake Blvd,Hendersonville,TN,37075
Rudy's Restaurant No 1,305 W Montecito St,Santa Barbara,CA,93101
JooJoo Restaurant & Karaoke,12937 Olive Blvd,St. Louis,MO,63141
Pura Vida,527 Fairmount Ave,Philadelphia,PA,19123
Tradicional 636,1411 S First Capitol Dr,St Charles,MO,63303
The Huddle Sports Bar & Grill,205 N 10th St,Boise,ID,83702
Vic's Kangaroo Cafe,636 Tchoupitoulas St,New Orleans,LA,70130
Years Asian Bistro & BBQ,"625 E Wetmore Rd, Ste 109",Tucson,AZ,85705
Legends Sports Bar & Grill,111 Crawford Ave,Conshohocken,PA,19428
House of Bread,530 W Plumb Ln,Reno,NV,89509
Café Rue 52,503 S 52nd St,Philadelphia,PA,19143
Sycamore,14 S Lansdowne Ave,Lansdowne,PA,19050
Mangia Mobile,8th & Walnut,Saint Louis,MO,63102
Sicilian Pasta Kitchen - SPK Downtown,11239 Jasper Avenue NW,Edmonton,AB,T5K 0L5
Hooters,4119 Lebanon Pike,Hermitage,TN,37076
Chipotle,"1851 S Columbus Blvd, Ste 3",Philadelphia,PA,19148
Eulogy Belgian Tavern,136 Chestnut St,Philadelphia,PA,19106
Lumière Place Casino Hotel,999 N 2nd St,St. Louis,MO,63102
IHOP,10740 Roosevelt Blvd,Philadelphia,PA,19116
180 Grill and Bar,12490 St Charles Rock Rd,Bridgeton,MO,63044
Pho Boy,10037B 82 Avenue,Edmonton,AB,T6E 1Z2
Chuy's,25750 Sierra Center Blvd,Lutz,FL,33559
Subway,"5765 Nolensville Rd, Unit 50",Nashville,TN,37211
Towne House Pizza & Restaurant,9215 State Rd 52,Hudson,FL,34669
Queen of the Ball,8116 Oak St,New Orleans,LA,70118
Ken Sushi & Asian Bistro,2801 Gulf To Bay Blvd,Clearwater,FL,33759
Five Guys Burgers and Fries,500 W Baltimore Ave,Clifton Heights,PA,19018
Indonesia,1725 Snyder Ave,Philadelphia,PA,19145
QuikTrip,6312 S Lindbergh Blvd,Green Park,MO,63123
Express Shish Kabab,2673 Haddonfield Rd,Pennsauken,NJ,08110
Ochatto,3608 Chestnut St,Philadelphia,PA,19104
Burritos Puebla,2212 Pottstown Pike,Pottstown,PA,19465
Jax Kitchen,7286 N Oracle Rd,Tucson,AZ,85704
Plump's Last Shot,6416 Cornell Ave,Indianapolis,IN,46220
Ray's Crabcake Factory,"115 Walton Ferry Rd, Ste 13",Hendersonville,TN,37075
Biscotti's,2707 S Virginia St,Reno,NV,89502
Wawa Food Market,207 N Henderson Rd,King of Prussia,PA,19406
Creation Cafe,337 W 11th St,Indianapolis,IN,46202
Pats Pizza & Bistro,3601 Chichester Ave,Boothwyn,PA,19061
Barbara's Hungarian Restaurant,1400 Pkwy Ave,Ewing,NJ,08628
3J's Food Market  Fishtown,1140 Shackamaxon St,Philadelphia,PA,19125
New Wild Ginger,1928 County Line Rd,Huntingdon Valley,PA,19006
Paganos Market and Bar,2001 Market St,Philadelphia,PA,19103
Take Five,11801 48th Street NW,Edmonton,AB,T5W 2Y4
Greek's Pizzeria,4901 N College Ave,Indianapolis,IN,46205
Denny's,5789 Campus Pkwy,Hazelwood,MO,63042
Wendy's,2815 Dekalb Pike,Norristown,PA,19401
Cafe Patachou,8691 River Crossing Blvd,Indianapolis,IN,46240
Heng's Thai Cuisine,1156 Baltimore Pike,Springfield,PA,19064
O'Shay's Pub,4353 Manchester Ave,Saint Louis,MO,63110
Santucci Brothers V,3862 Terrace St,Philadelphia,PA,19128
Babylon Market,3954 E Speedway Blvd,Tucson,AZ,85712
KFC,32 Airport Sq,North Wales,PA,19454
Ritz Pastry & Coffee Shoppe,559 N Evergreen Ave,Woodbury,NJ,08096
New China Court,7700 Crittenden St,Philadelphia,PA,19118
Subway,"500 W Germantown Pike, Unit  1035",Plymouth Meeting,PA,19462
Shumka Ukrainian Foods,16520 95 Street NW,Edmonton,AB,T5Z 3L7
Root,1800 Magazine St,New Orleans,LA,70130
Carp Kitchen & Grocery,4945A Carpinteria Ave,Carpinteria,CA,93013
"3-S's Soups, Salads, Sandwiches Bistro",8573 Airport Rd,Saint Louis,MO,63134
Jerry Bob's Family Restaurant,3601 N Campbell Ave,Tucson,AZ,85719
Bugambilias Mexican Cuisine,5763 E 86th St,Indianapolis,IN,46250
The Flying Saucer Cafe,2545 Brown St,Philadelphia,PA,19130
Dairy Queen Grill & Chill,5409 Hampton Ave,Saint Louis,MO,63109
Riverbank Bistro,8 Mission Avenue,St. Albert,AB,T8N 1H4
Legacy Feed and Fuel,3100 S Meridian Rd,Meridian,ID,83642
WingHouse Bar & Grill,34900 US Hwy 19,Palm Harbor,FL,34684
Waldo's Chicken & Beer,"1120 4th Ave N, Ste 103",Nashville,TN,37208
Aurora's Bistro,475 Hurffville Crosskeys Rd,Sewell,NJ,08080
McDonald's,106 Hwy 96 W,Franklin,TN,37064
Panda Express,9130 South Houghton Road,Tucson,AZ,85747
S & S Tacos,10106 Mcmullen Loop Rd,Riverview,FL,33569
Maki-San,138 Montgomery Ave,Bala Cynwyd,PA,19004
Squeeze In,"4670 Sparks Blvd, Ste 110",Sparks,NV,89434
Cracker Barrel Old Country Store,2001 Formosa Rd,Troy,IL,62294
Makeready,200 4th Ave N,Nashville,TN,37219
Senor Locos,"10500 Ulmerton Rd, Ste 476",Largo,FL,33771
Generations Restaurant,9 State Rd,Media,PA,19063
Datsa Pizza,907 N Pennsylvania St,Indianapolis,IN,46204
The Red Palace,1025 Westbank Expy,Gretna,LA,70053
Cafe Roma,435 Wall Blvd,Gretna,LA,70056
La Arcada Bistro,1112 State St,Santa Barbara,CA,93101
Carman's Country Kitchen,1301 S 11th St,Philadelphia,PA,19147
The Halal Guys,2434 Manhattan Blvd,Harvey,LA,70058
Pickford's Counter,2606 W Hillsborough Ave,Tampa,FL,33614
West Bradford Grill,1548 Shadyside Rd,West Chester,PA,19380
Burger King,11741 Pendleton Pike,Indianapolis,IN,46236
Grandsons,697 S Egg Harbor Rd,Hammonton,NJ,08037
Koba,101 Washington Ln,Jenkintown,PA,19046
Pizza Hut,511 Berlin-cross Keys Rd,Sicklerville,NJ,08081
Cafe Mezze,4013 Tampa Rd,Oldsmar,FL,34677
Gallagher's II Family Restaurant,1273 N Bless Rd,Indiana,IN,46142
Cricketers 52,7306 State Rd 52,Hudson,FL,34667
Village Coffee,5335 Freret St,New Orleans,LA,70115
Chick-Fil-A,2020 E County Line Rd,Indianapolis,IN,46227
McDonald's,9815 Manche Ster Rd,Rock Hill,MO,63119
Tom's Tavern,3895 Northdale Blvd,Tampa,FL,33624
Naked Lunch,1149 E Lancaster Ave,Bryn Mawr,PA,19010
Wendy's,18811 State Road 54,Lutz,FL,33558
P&S Ravioli Company,30 Brookline Blvd,Havertown,PA,19083
Stadium North,1903 Bethlehem Pike,Hatfield,PA,19440
Imo's Pizza,2001 Olive St,Saint Louis,MO,63103
Pitas On the Run,,St Petersurg,FL,33701
Yokozuna Teriyaki,824 S Vista Ave,Boise,ID,83705
Superb Sushi,2594 N Bogus Basin Rd,Boise,ID,83702
Marsilio's Kitchen,71 W Upper Ferry Rd,West Trenton,NJ,08628
Empire Pizza,170 Rte 130,Bordentown,NJ,08505
The 45th Street Pub,4303 Rt 130,Edgewater Park,NJ,08046
Longbar Pub & Grill,4701 Normandy Dr,Tampa,FL,33615
The Cozy Corner Cafe,2530 S Harrison Rd,Tucson,AZ,85748
Wendy's,1180 Broadway,Boise,ID,83706
Tullia's,589 N Rt 73,West Berlin,NJ,08091
Dolce Vita,"1800 E Fort Lowell Rd, Ste 168",Tucson,AZ,85719
Josephine,2316 12th Ave S,Nashville,TN,37204
Pizzeria Beddia,1313 North Lee St,Philadelphia,PA,19122
Burger King,521 W Baltimore Pike,Clifton Heights,PA,19018
Blue Bananas Café,223 South St,Philadelphia,PA,19147
Pollo Tropical,25570 Cierra Center Blvd,Lutz,FL,33559
Le's Baguette Banh Mi Cafe,4607 Dryades St,New Orleans,LA,70115
Gokul Snacks & Sweets,10633/B Page Ave,Saint Louis,MO,63132
McDonald's,9075 E Tanque Verde Rd,Tucson,AZ,85749
Scotto Pizza,811 W Evesham Ave,Magnolia,NJ,08049
Crazy D's Hot Chicken,"3652 S Virginia St, Ste C1",Reno,NV,89502
Pho Street,1230 Arch St,Philadelphia,PA,19107
Randy's House of BBQ,1595 Troy O'Fallon Rd,Troy,IL,62294
Mark Pi's China Gate,12297 N Meridian St,Carmel,IN,46032
Pitaluv,5447 Spring Hill Dr,Spring Hill,FL,34606
Chubby Balboa's Sports Grille,200 Town Center Dr,Glen Mills,PA,19342
Captain D's,3715 Nolensville Pike,Nashville,TN,37211
168 Chinese & Sushi,2303 S Virginia St,Reno,NV,89502
Starbucks,"2300 Grand Cypress Dr, Ste 101",Lutz,FL,33559
MOD Pizza,4025 Welsh Rd,Willow Grove,PA,19090
Pho & Cafe Saigon,4248 Spruce St,Philadelphia,PA,19104
PureBread Deli,4801 Limestone Rd,Wilmington,DE,19808
Sub Division Sandwich,3730 Foundry Way,St. Louis,MO,63108
Chipotle Mexican Grill,103 Brandon Town Center Dr,Brandon,FL,33511
Jersey Mike's Subs,"8567 Watson Rd, Ste B",Webster Groves,MO,63119
Mangia Bene Pizzeria,"1811 N 15th St, Ste D",Tampa,FL,33605
Jamba,"350 N Milwaukee St, Space 5517",Boise,ID,83704
Dee's Bar-B-Que Restaurant & More,5215 N Keystone Ct,Indianapolis,IN,46220
Kai Japanese Cuisine,12 S 10th St,Philadelphia,PA,19107
Culver's,9046 4th St N,St. Petersburg,FL,33702
Sterling's Seafood Steakhouse,407 N Virginia St,Reno,NV,89501
Jet's Pizza,"130 Long Hollow Pike, Ste 300",Goodlettsville,TN,37072
The Rat Pack Bistro,300 Delaware Ave,Wilmington,DE,19801
Pizza Hut,13883 W Hillsborough Ave,Tampa,FL,33635
Goodfellas Pizzeria - Mass Ave,545 Massachusetts Ave,Indianapolis,IN,46204
Subculture Urban Cuisine And Cafe,5737 Nolensville Pike,Nashville,TN,37211
Busy B's Bakery,3821 W Costco Dr,Tucson,AZ,85741
"Toscana Pizza, Pasta & More",1050 62nd Ave N,St. Petersburg,FL,33703
The Plough & the Stars,123 Chestnut St,Philadelphia,PA,19106
Bleu Flames,870-3880 Sherwood Drive,Sherwood Park,AB,T8H 0Z9
Tavola Dei Amice,1603 Kings Hwy N,Cherry Hill,NJ,08034
White House Pizza and Pub,2404 US-31W,White House,TN,37188
Early Bird Pancake  House,8311 N Michigan Rd,Indianapolis,IN,46268
Rouge,205 S 18th St,Philadelphia,PA,19103
The Dancing Crab,22996 US Hwy 19 N,Clearwater,FL,33765
Chick-fil-A,314 Montgomery Mall,North Wales,PA,19454
Traditional Szechuan Restaurant,4002 Spruce St,Philadelphia,PA,19104
The Village Pub - Swedesboro,5 Village Center Dr,Swedesboro,NJ,08085
Nolan's Pub,230 Main St,Safety Harbor,FL,34695
P.F. Chang's,219 Westshore Plz,Tampa,FL,33609
China Garden,1550 N McMullen Booth Rd,Clearwater,FL,33759
Chicken To Go,1904 S Broad St,Trenton,NJ,08610
Joy Tsin Lau Chinese Restaurant,1026 Race St,Philadelphia,PA,19107
Papa John's Pizza,311-A S. Main St.,Goodlettsville,TN,37072
Breezy's Cafe,2011 Reed St,Philadelphia,PA,19146
Upper Dublin Bagel Squad,"1650 N Limekin Pike, Ste B19",Dresher,PA,19025
Pizza King,8100 E US Hwy 36,Avon,IN,46123
Chipotle Mexican Grill,715 Team Blvd,Smyrna,TN,37167
Wawa,4167 S Route 130,Edgewater Park,NJ,08010
Wingstop,1411 34th St N,St. Petersburg,FL,33713
Olive Garden Italian Restaurant,10121 171st Street,Edmonton,AB,T5S 1S6
PrimoHoagies,"3111 Route 38, Ste 4",Mount Laurel,NJ,08054
Captain D's,10522 Saint Charles Rock Rd,St Ann,MO,63074
El Puerto de San Blas,4920 W 38th St,Indianapolis,IN,46254
Spuntino Wood Fired Pizzeria,22 S Main St,Doylestown,PA,18901
Not Just Sandwiches,312 W Main St,Lansdale,PA,19446
Urban Eats Grill & Cantina,250 S Meridian St,Indianapolis,IN,46225
TC Sandwiches,8882 170 Street NW,Edmonton,AB,T5T 5X1
Surf City Squeeze,2951 Market St,Philadelphia,PA,19104
The Metropolitan American Diner & Bar,750 Upper State Rd,North Wales,PA,19454
Valentino's Pizzeria & Restaurant,1634 W High St,Pottstown,PA,19464
Elevation Burger,"400 Rt 38, Ste 1570",Moorestown,NJ,08057
The Hexagon Board Game Cafe,10750 82 Ave NW,Edmonton,AB,T6E 2A8
Del Taco,10140 N McCarran Blvd,Reno,NV,89503
Pho Xe Lua Viet Thai Restaurant,907 Race St,Philadelphia,PA,19107
KFC,12408 - 111th Avenue,Edmonton,AB,T5M 2N6
The Point Bistro & Lounge,777 N Ashley Dr,Tampa,FL,33602
Herta's Creperie Cafe,13045 Gulf Blvd,Madeira Beach,FL,33708
Maggio's Pizza and Pasta,"1450 Clements Bridge Rd, Ste 32",Deptford,NJ,08096
Jefferson Chop Suey,1622 S Jefferson Ave,Saint Louis,MO,63104
Chick-fil-A,4100 George J Bean Pkwy,Tampa,FL,33607
Popeyes Louisiana Kitchen,2000 Gentilly Blvd,New Orleans,LA,70119
Tj's Pizzeria,209 S Burnt Mill Rd,Voorhees,NJ,08043
Indian Cafe & Grille,501 Fairmount Ave,Philadelphia,PA,19123
Havana Cigar Lounge,"9707 District N Dr, Ste 1110",Fishers,IN,46037
Dairy Queen Grill & Chill,370 Suzanne Dr,Spring Hill,FL,34607
Fogo de Chao Brazilian Steakhouse,117 E Washington St,Indianapolis,IN,46204
Kim's Noodle House,3709 Westbank Expy,Harvey,LA,70058
First Watch,7189 E Speedway Blvd,Tucson,AZ,85710
LaChance Winery of Kimmswick,6035 Second St,Imperial,MO,63052
The Pizza Shoppe,"5101 W Esplanade Ave, Ste 4",Metairie,LA,70006
Stanley's Tavern,2038 Foulk Rd,Wilmington,DE,19810
Slapfish,345 Massachusetts Ave,Indianapolis,IN,46204
Soul Food Artist,8052 Frankford Ave,Philadelphia,PA,19136
McDonald's,8506 Gunn Hwy,Odessa,FL,33556
Downingtown Pizza,261 Norwood Rd,Downingtown,PA,19335
Old City Oyster Bar,110 Chestnut St,Philadelphia,PA,19106
Cecil Whittakers Pizzeria,4412 Lemay Ferry Rd,Saint Louis,MO,63129
A&W Restaurant,6261 E Benson Hwy,Tucson,AZ,85756
Diner Sixty West,2525 Gulf to Bay Blvd,Clearwater,FL,33764
Wildflowers Garden Restaurant & Thai Corner,8 W Mechanic St,New Hope,PA,18938
Tasty Venues,951 E Brandon Blvd,Brandon,FL,33511
The Garage Food Hall,906 Carrollton Ave,Indianapolis,IN,46202
Mikado Japanese Cuisine,468 S Lenola Rd,Maple Shade,NJ,08052
China Garden Restaurant,7015 Madison Ave,Indianapolis,IN,46227
Guatepan,1147 Hamilton Ave,Trenton,NJ,08629
McDonald's,750 E Carmel Dr,Carmel,IN,46032
McDonald's,4011 Bayless Ave,St. Louis,MO,63125
Shundra's Soul Smokehouse,3887 Northdale Blvd,Tampa,FL,33624
